Diaper time,In the diaper,Color,Texture
04/10/2022 7:22:17 PM,pee and poo,yellow,Mushy
04/10/2022 11:52:00 PM,pee,,
04/10/2022 4:13:00 PM,pee,,
04/10/2022 8:00:00 AM,pee,,
04/10/2022 2:33:00 AM,pee,,
04/10/2022 11:13:00 AM,pee,,
04/10/2022 8:13:00 AM,poo,yellow,Mushy
04/10/2022 12:59:00 PM,pee,,
04/09/2022 11:44:00 PM,pee,,
04/09/2022 7:31:00 PM,pee,,
04/09/2022 2:55:00 PM,pee and poo,yellow,Mushy
04/09/2022 2:56:00 AM,pee,,
04/09/2022 9:30:00 PM,pee,,
04/09/2022 7:45:39 AM,pee and poo,yellow,Solid
04/09/2022 11:00:00 AM,pee,,
04/09/2022 5:30:00 PM,poo,yellow,Mushy
04/09/2022 12:02:00 AM,pee,,
04/08/2022 8:06:00 AM,pee,,
04/08/2022 1:06:25 PM,pee and poo,yellow,Solid
04/08/2022 8:50:00 PM,pee,,
04/08/2022 1:22:00 AM,pee,,
04/08/2022 12:24:00 AM,pee,,
04/08/2022 4:03:00 AM,pee,,
04/08/2022 11:23:00 AM,pee,,
04/08/2022 11:36:00 AM,pee and poo,yellow,Solid
04/08/2022 7:04:00 PM,pee,,
04/07/2022 2:59:37 PM,pee,,
04/07/2022 4:19:00 AM,pee,,
04/07/2022 8:56:00 AM,pee and poo,yellow,Mushy
04/07/2022 11:50:00 AM,pee,,
04/07/2022 7:50:00 PM,pee,,
04/07/2022 9:12:04 AM,pee and poo,yellow,Mushy
04/06/2022 6:37:00 AM,pee,,
04/06/2022 3:15:00 AM,pee,,
04/06/2022 4:20:00 PM,pee and poo,yellow,Mushy
04/06/2022 2:45:00 PM,pee,,
04/06/2022 12:00:00 PM,pee,,
04/06/2022 5:48:00 PM,pee,,
04/06/2022 11:10:00 PM,pee,,
04/05/2022 9:00:33 AM,pee and poo,yellow,Mushy
04/05/2022 8:33:00 AM,pee,,
04/05/2022 8:13:00 PM,pee,,
04/05/2022 7:46:00 AM,pee and poo,yellow,Mushy
04/05/2022 7:18:06 PM,pee,,
04/05/2022 8:55:16 AM,pee and poo,yellow,Mushy
04/05/2022 2:21:00 AM,pee,,
04/05/2022 2:27:00 PM,pee,,
04/05/2022 6:23:00 PM,pee,,
04/05/2022 7:16:00 AM,pee,,
04/04/2022 7:20:00 AM,pee,,
04/04/2022 10:14:00 AM,poo,green,Mushy
04/04/2022 2:58:00 PM,pee,,
04/04/2022 2:40:00 AM,pee,,
04/04/2022 2:47:00 AM,poo,green,Runny
04/04/2022 3:20:00 PM,poo,green,Runny
04/04/2022 6:29:00 PM,poo,green,Mushy
04/04/2022 6:20:00 PM,pee,,
04/04/2022 9:35:00 AM,pee and poo,green,Mushy
04/04/2022 8:20:00 PM,pee,,
04/03/2022 9:27:00 AM,pee and poo,green,Runny
04/03/2022 8:08:00 AM,pee,,
04/03/2022 7:04:00 PM,pee,,
04/03/2022 11:40:00 PM,pee,,
04/03/2022 6:42:00 AM,pee and poo,green,Runny
04/03/2022 2:47:00 AM,pee,,
04/03/2022 5:12:00 AM,pee and poo,green,Mushy
04/03/2022 5:19:00 PM,pee,,
04/03/2022 2:30:00 PM,poo,green,Runny
04/03/2022 2:03:00 PM,pee,,
04/02/2022 10:08:00 AM,pee and poo,green,Runny
04/02/2022 2:15:00 AM,pee,,
04/02/2022 1:15:00 PM,pee,,
04/02/2022 8:16:00 PM,pee,,
04/02/2022 6:55:00 AM,pee and poo,green,Mushy
04/02/2022 4:33:00 AM,pee,,
04/02/2022 8:39:00 PM,poo,green,Runny
04/02/2022 5:20:00 PM,pee,,
04/01/2022 7:10:00 PM,pee,,
04/01/2022 2:17:00 AM,pee,,
04/01/2022 5:43:00 PM,pee and poo,yellow,Runny
04/01/2022 3:43:00 PM,pee and poo,green,Runny
04/01/2022 5:16:00 AM,pee,,
04/01/2022 11:40:00 PM,pee and poo,green,Runny
04/01/2022 8:10:00 AM,pee,,
04/01/2022 8:23:00 AM,pee and poo,green,Mushy
04/01/2022 3:54:00 PM,poo,yellow,Runny
04/01/2022 8:47:00 PM,pee,,
04/01/2022 1:10:00 PM,pee,,
03/31/2022 2:43:00 AM,pee and poo,green,Runny
03/31/2022 7:33:00 PM,pee,,
03/31/2022 7:50:00 AM,pee and poo,green,Runny
03/31/2022 5:25:00 PM,pee and poo,yellow,Mushy
03/31/2022 12:06:00 AM,pee,,
03/31/2022 2:35:00 PM,pee and poo,green,Very runny
03/31/2022 10:53:00 PM,pee and poo,green,Runny
03/31/2022 10:11:00 AM,pee,,
03/31/2022 5:45:00 AM,pee,,
03/30/2022 11:44:00 AM,pee and poo,green,Runny
03/30/2022 8:58:00 PM,pee,,
03/30/2022 5:40:00 PM,pee and poo,green,Runny
03/30/2022 5:18:00 AM,pee and poo,green,Runny
03/30/2022 3:15:00 PM,pee,,
03/30/2022 2:45:00 AM,pee,,
03/30/2022 7:00:00 PM,pee,,
03/30/2022 10:05:00 AM,pee,,
03/30/2022 5:38:00 PM,pee and poo,green,Runny
03/29/2022 2:30:00 PM,pee and poo,green,Mushy
03/29/2022 6:21:00 AM,poo,yellow,Mushy
03/29/2022 2:50:00 AM,pee,,
03/29/2022 11:40:00 PM,pee and poo,green,Runny
03/29/2022 11:58:00 AM,pee,,
03/29/2022 5:15:00 PM,pee,,
03/29/2022 5:27:00 PM,poo,green,Mushy
03/29/2022 1:58:41 PM,pee,,
03/29/2022 8:39:26 PM,pee and poo,green,Mushy
03/29/2022 8:47:00 AM,pee,,
03/29/2022 6:08:00 AM,pee and poo,green,Mushy
03/28/2022 4:16:00 AM,pee and poo,green,Mushy
03/28/2022 12:10:00 AM,pee,,
03/28/2022 11:43:00 AM,pee and poo,green,Mushy
03/28/2022 6:47:00 PM,pee,,
03/28/2022 7:40:00 PM,pee and poo,yellow,Runny
03/28/2022 4:48:00 PM,pee and poo,green,Mushy
03/28/2022 8:42:00 AM,pee,,
03/28/2022 4:59:53 PM,poo,yellow,Runny
03/28/2022 12:45:00 PM,pee,,
03/28/2022 11:43:00 PM,pee,,
03/28/2022 1:26:00 AM,pee and poo,green,Mushy
03/28/2022 1:23:00 PM,poo,green,Mushy
03/27/2022 4:37:00 PM,poo,,Runny
03/27/2022 12:15:00 PM,pee and poo,green,Mushy
03/27/2022 2:09:00 AM,pee and poo,green,Mushy
03/27/2022 2:40:00 PM,pee,,
03/27/2022 4:25:00 PM,pee and poo,green,Runny
03/27/2022 8:30:00 AM,pee,,
03/27/2022 6:32:00 PM,pee,,
03/26/2022 1:18:00 PM,pee,,
03/26/2022 7:08:00 PM,pee,,
03/26/2022 8:19:32 PM,pee and poo,green,Mushy
03/26/2022 11:50:00 PM,pee,,
03/26/2022 2:23:00 AM,pee,,
03/26/2022 8:30:00 AM,pee,,
03/26/2022 4:08:00 PM,pee,,
03/26/2022 5:50:00 AM,pee and poo,green,Runny
03/26/2022 11:07:00 AM,pee and poo,green,Mushy
03/26/2022 5:56:00 AM,poo,green,Runny
03/25/2022 5:49:00 AM,pee,,
03/25/2022 12:55:00 PM,pee,,
03/25/2022 2:16:00 PM,pee,,
03/25/2022 8:41:00 AM,pee and poo,green,Runny
03/25/2022 11:09:00 PM,pee,,
03/25/2022 7:24:00 PM,pee,,
03/25/2022 3:09:00 AM,pee and poo,green,Mushy
03/25/2022 6:06:00 PM,pee and poo,yellow,Mushy
03/25/2022 4:45:00 PM,pee and poo,yellow,Mushy
03/25/2022 1:02:00 PM,poo,green,Runny
03/24/2022 2:51:00 AM,pee,,
03/24/2022 1:15:00 PM,pee,,
03/24/2022 7:00:00 PM,pee and poo,green,Runny
03/24/2022 6:12:00 AM,pee and poo,green,Mushy
03/24/2022 11:27:00 AM,pee and poo,yellow,Mushy
03/24/2022 1:22:00 PM,poo,green,Mushy
03/24/2022 9:29:00 PM,pee,,
03/24/2022 9:00:00 AM,pee,,
03/23/2022 4:16:00 AM,pee,,
03/23/2022 4:30:00 AM,poo,green,Mushy
03/23/2022 11:46:00 AM,pee and poo,yellow,Mushy
03/23/2022 11:45:00 PM,pee,,
03/23/2022 2:00:00 AM,pee,,
03/23/2022 9:26:00 AM,pee,,
03/23/2022 5:53:00 PM,pee,,
03/23/2022 9:29:37 AM,poo,green,Mushy
03/23/2022 6:05:00 PM,poo,green,Mushy
03/23/2022 8:22:00 PM,pee,,
03/23/2022 7:10:00 AM,pee and poo,green,Mushy
03/22/2022 1:49:00 PM,pee and poo,green,Mushy
03/22/2022 8:29:00 AM,pee,,
03/22/2022 11:36:00 PM,pee,,
03/22/2022 5:36:00 AM,pee,,
03/22/2022 2:35:00 AM,pee,,
03/22/2022 4:22:00 PM,pee,,
03/22/2022 6:48:00 PM,pee and poo,green,Mushy
03/22/2022 8:19:00 PM,pee and poo,green,Mushy
03/22/2022 1:10:00 PM,pee,,
03/21/2022 8:00:00 PM,pee and poo,yellow,Runny
03/21/2022 11:22:00 PM,pee,,
03/21/2022 2:15:00 PM,pee,,
03/21/2022 5:59:00 AM,pee,,
03/21/2022 6:35:00 PM,pee and poo,yellow,Mushy
03/21/2022 3:59:00 AM,pee,,
03/21/2022 10:13:00 AM,pee and poo,green,Mushy
03/21/2022 6:21:00 AM,poo,brown,Mushy
03/21/2022 1:32:00 AM,pee,,
03/21/2022 5:00:00 PM,poo,green,Mushy
03/21/2022 12:46:00 PM,pee and poo,green,Mushy
03/21/2022 8:58:00 AM,pee and poo,green,Mushy
03/21/2022 5:05:00 PM,poo,yellow,Runny
03/21/2022 4:45:00 PM,pee,,
03/20/2022 4:32:00 AM,pee,,
03/20/2022 11:10:00 AM,pee,,
03/20/2022 9:20:00 AM,pee,,
03/20/2022 11:18:56 AM,poo,green,Mushy
03/20/2022 6:16:00 PM,pee,,
03/20/2022 3:00:00 PM,pee and poo,green,Mushy
03/20/2022 2:37:00 PM,pee,,
03/20/2022 8:35:00 PM,pee,,
03/20/2022 3:12:00 PM,pee and poo,green,Mushy
03/20/2022 12:17:00 PM,poo,green,Mushy
03/19/2022 12:05:00 PM,pee,,
03/19/2022 10:43:00 PM,pee,,
03/19/2022 8:56:00 AM,pee,,
03/19/2022 6:05:00 PM,pee,,
03/19/2022 8:10:00 PM,pee,,
03/19/2022 3:05:00 AM,pee,,
03/19/2022 3:20:00 PM,pee and poo,green,Mushy
03/19/2022 5:45:00 AM,pee,,
03/18/2022 9:15:00 AM,pee,,
03/18/2022 6:40:00 PM,pee,,
03/18/2022 3:40:00 AM,pee,,
03/18/2022 6:07:03 AM,pee,,
03/18/2022 11:58:00 PM,pee,,
03/18/2022 1:15:00 PM,poo,green,Mushy
03/18/2022 3:30:00 PM,pee and poo,green,Mushy
03/18/2022 1:11:00 PM,pee and poo,green,Mushy
03/18/2022 11:35:00 AM,pee,,
03/17/2022 4:45:00 PM,pee,,
03/17/2022 7:17:00 PM,pee,,
03/17/2022 12:15:00 PM,pee,,
03/17/2022 8:30:00 AM,pee,,
03/17/2022 2:55:00 AM,pee,,
03/17/2022 11:03:00 PM,pee,,
03/16/2022 3:25:00 PM,pee,,
03/16/2022 7:32:00 AM,pee,,
03/16/2022 2:45:00 AM,pee and poo,yellow,Solid
03/16/2022 8:45:22 PM,pee,,
03/16/2022 11:35:00 AM,pee and poo,yellow,Mushy
03/16/2022 7:45:00 PM,pee,,
03/15/2022 6:53:32 AM,pee,,
03/15/2022 11:41:17 AM,pee and poo,yellow,Mushy
03/15/2022 3:35:00 PM,pee,,
03/15/2022 8:04:00 PM,pee,,
03/15/2022 11:28:50 PM,pee,,
03/15/2022 4:36:00 AM,pee,,
03/15/2022 1:58:32 AM,pee,,
03/15/2022 4:56:00 PM,pee and poo,yellow,Mushy
03/15/2022 12:00:00 PM,pee and poo,yellow,Mushy
03/14/2022 2:52:00 AM,pee,,
03/14/2022 8:33:00 PM,poo,yellow,Mushy
03/14/2022 5:30:20 PM,pee,,
03/14/2022 8:16:00 PM,pee,,
03/14/2022 9:45:00 AM,pee and poo,yellow,Mushy
03/14/2022 6:57:00 AM,pee,,
03/14/2022 12:48:00 PM,pee,,
03/13/2022 7:19:14 PM,pee,,
03/13/2022 1:48:00 AM,pee and poo,yellow,Mushy
03/13/2022 12:10:00 PM,pee,,
03/13/2022 9:52:00 AM,pee and poo,yellow,Mushy
03/13/2022 6:10:00 AM,pee,,
03/13/2022 5:51:00 PM,pee and poo,yellow,Runny
03/13/2022 3:15:00 PM,pee,,
03/13/2022 9:00:00 AM,pee,,
03/13/2022 11:29:59 PM,pee,,
03/13/2022 9:34:00 PM,pee,,
03/12/2022 3:23:00 PM,pee,,
03/12/2022 7:02:00 AM,pee,,
03/12/2022 10:02:00 AM,pee and poo,yellow,Solid
03/12/2022 7:40:00 PM,pee,,
03/12/2022 10:31:00 PM,pee,,
03/12/2022 7:32:00 AM,pee and poo,yellow,Little balls
03/12/2022 12:20:00 PM,pee and poo,yellow,Mushy
03/12/2022 4:40:00 PM,pee and poo,yellow,Mushy
03/12/2022 5:02:00 PM,poo,yellow,Mushy
03/12/2022 3:25:00 AM,pee and poo,yellow,Solid
03/12/2022 1:01:00 AM,pee,,
03/11/2022 12:16:00 AM,pee,,
03/11/2022 7:08:00 AM,pee,,
03/11/2022 2:07:00 PM,poo,yellow,Little balls
03/11/2022 4:58:00 PM,pee and poo,yellow,Solid
